gene	geneID
Plekhf1	79156
Plekhb2	55041
Mybph	4608
Psmd7	5713
Pdgfc	56034
Arhgap27	201176
Jsrp1	126306
Glud1	2746
Stx6	10228
Mgat4d	152586
Eri2	112479
Caap1	79886
Fam71f2	346653
Mllt11	10962
Usp19	10869
Tmem200c	645369
Slfn14	342618
Shroom3	57619
Ubtd2	92181
Stat4	6775
Creld2	79174
Fbxw11	23291
Gpr143	4935
Cdyl2	124359
Gpr89	653519
Gpr89	51463
Igf2	3481
Cnksr2	22866
2010300C02Rik	343990
Isyna1	51477
Fdx1l	112812
Tarbp1	6894
Srprb	58477
Zfpm2	23414
Ldb1	8861
Apbb1ip	54518
Mtfmt	123263
Dynll1	8655
Asic3	9311
Sec22b	9554
Nbr1	4077
Ppp2r3a	5523
Synm	23336
Scgn	10590
Sept9	10801
Ptgfr	5737
S100a3	6274
Ankrd55	79722
Idua	3425
Rnf24	11237
Dpf2	5977
Mansc1	54682
Lyg2	254773
Dpagt1	1798
Alk	238
Ulk2	9706
Fam227b	196951
Atmin	23300
Ano3	63982
Ccl4	6351
Mtmr7	9108
Isca2	122961
Ackr1	2532
Rell2	285613
Eps8	2059
Rubcn	9711
Cog8	84342
Nfu1	27247
Serpini2	5276
Rev3l	5980
Rbbp5	5929
Lcp2	3937
Serpinh1	871
Nhej1	79840
Myoz3	91977
Hpgds	27306
Tead2	8463
Evi2a	2123
Lats1	9113
Ccdc126	90693
Nt5c3	51251
Eme1	146956
Taf11	6882
Pih1d1	55011
Acot11	26027
Hs3st5	222537
Ncam1	4684
Aak1	22848
Fzd3	7976
2310061I04Rik	221545
Cope	11316
Fam129a	116496
Fundc1	139341
Jund	3727
Dnajb7	150353
Mfsd10	10227
Ceacam2	634
Ceacam1	634
Erp29	10961
Adgrg1	9289
Setd4	54093
Phex	5251
Sez6l	23544
Jph2	57158
Ogfod3	79701
Kpna3	3839
Aass	10157
Bid	637
Sumf2	25870
Atp13a1	57130
Liph	200879
Cdca2	157313
Pdgfra	5156
Scn7a	6332
Ankrd35	148741
Plekhm1	9842
Arhgef26	26084
Tmtc3	160418
Timm9	26520
Kcnmb2	10242
Kctd18	130535
Prkd3	23683
Serpina10	51156
Chrnb4	1143
Brd7	29117
Upk3b	80761
Foxj1	2302
Bbs4	585
Galr1	2587
Exd2	55218
Srrm4	84530
Dock8	81704
Adam2	2515
Gsg1l2	644070
Tspan14	81619
Olfr1157	219437
Pip4k2b	8396
Dlg5	9231
Arid1a	8289
Tmem246	84302
Nipa2	81614
Ccr9	10803
Rtl4	340595
Kiz	55857
Rad52	5893
Tcf20	6942
Rpl23	9349
Tsr3	115939
Socs1	8651
Mob3a	126308
Slc22a29	387601
Slc22a30	387601
Slc22a27	387601
Slc22a28	387601
Usp4	7375
Abcf2	10061
Prdm8	56978
Tcea1	6917
Zfp354c	30832
Galr3	8484
Zfp82	284406
Bop1	23246
Slc22a8	9376
Iqcm	285423
Tbc1d4	9882
Paqr9	344838
Agbl3	340351
Psen1	5663
Wnk1	65125
Gprin2	9721
Shisa6	388336
Pcbp1	5093
Dhdds	79947
Lrsam1	90678
Pxmp2	5827
Casz1	54897
Lat2	7462
Vps37a	137492
Rasgrp3	25780
Meig1	644890
Phf24	23349
Hist1h2ba	255626
Ribc2	26150
Hspa12a	259217
F13b	2165
Npat	4863
Timp4	7079
Tedc1	283643
Dtd2	112487
Taar1	134864
Gpr52	9293
Ccdc15	80071
Npas3	64067
Ppm1m	132160
Atg101	60673
Ccdc125	202243
Cltc	1213
Cbll1	79872
Hcls1	3059
Cacng3	10368
Dusp2	1844
Hhla1	10086
Fam131b	9715
Olfr448	393046
Htr6	3362
Mef2a	4205
Btg4	54766
Mmp11	4320
Rab3c	115827
Hist2h3c2	8355
Spice1	152185
Thoc3	84321
Cwc15	51503
Thoc2	57187
Slf1	84250
Usp40	55230
Zfp319	57567
Pex5	5830
Lrrc2	79442
Cetn2	1069
Patl2	197135
Dalrd3	55152
Zfp618	114991
Celf5	60680
Syngr4	23546
Ccdc77	84318
Slc35b1	10237
Htr2a	3356
Capza2	830
March3	115123
Dnajc27	51277
Ankrd63	100131244
Zfp354b	117608
Otud6a	139562
Fabp1	2168
Cngb3	54714
Tbc1d32	221322
Ppp1r9b	84687
Sf3b2	10992
Bpifb3	359710
Eif1a	1964
Tmem260	54916
Fam222b	55731
Mars2	92935
Ddx42	11325
Atp6v1c1	528
Ndufb9	4715
Insl6	11172
Qser1	79832
Prdx3	10935
Tmco5	145942
Ephx1	2052
Dennd2c	163259
Fdps	2224
Mxd4	10608
Hccs	3052
Olfr17	283297
Slc16a5	9121
Zfp42	132625
Xrn1	54464
Dync1i1	1780
Atg3	64422
Slc5a6	8884
Prss38	339501
Socs6	9306
Gpr35	2859
Faf1	11124
Csrnp1	64651
Wrap53	55135
Cdh2	1000
Tbl1xr1	79718
Gapvd1	26130
B3gnt5	84002
Ccdc184	387856
Olfr90	7932
Vstm2a	222008
Camk4	814
Recql4	9401
Gprc6a	222545
Smcr8	140775
Add2	119
Ostn	344901
Klhl41	10324
Ceacam20	125931
Ppp1r37	284352
Fbxo43	286151
C1ql2	165257
Pgbd1	84547
Atp2a2	488
Pld5	200150
Slc17a4	10050
Lgi2	55203
Bex3	27018
Cabin1	23523
Wfikkn2	124857
Lzic	84328
Tacc2	10579
Pot1a	25913
Lrch4	4034
Tnfaip8l3	388121
Recql	5965
Samsn1	64092
Tat	6898
Ptprt	11122
Slc35a4	113829
Thegl	100506564
Plekhh2	130271
Krt79	338785
Rnf112	7732
Slc35d2	11046
Asb12	142689
Gm24392	80063
Atf7ip2	80063
Lipi	149998
Sec23b	10483
Rhbdl1	9028
Fbxo5	26271
Rpl6l	6128
Rpl6	6128
Tshz3	57616
Rassf10	644943
Selplg	6404
Glb1l2	89944
Nol7	51406
Csmd3	114788
Ptpn5	84867
Fpr2	2358
Urad	646625
Oxsm	54995
Cyfip2	26999
Vps72	6944
Mios	54468
Ttf2	8458
Maip1	79568
Prpf6	24148
Rai2	10742
Coa3	28958
Iffo1	25900
Snta1	6640
Ralgapb	57148
Rgp1	9827
Olfr724	122742
Olfr723	122742
Ppm1e	22843
Exd1	161829
Nqo1	1728
Exog	9941
Mtfr1	9650
Ly96	23643
Chmp1b	57132
Rps15	6209
Il1f8	27177
Camta2	23125
Slc38a2	54407
Leprot	54741
Ascc2	84164
Plekhs1	79949
Cryga	1418
Lyplal1	127018
Il20ra	53832
Txlnb	167838
Tmem127	55654
Cblb	868
Zfp282	8427
Olfr1420	390201
Kif5b	3799
Gabrr3	200959
P4ha2	8974
Tpra1	131601
Dazl	57055
Leng9	94059
Gsto2	119391
Slc17a5	26503
Stpg4	285051
Dpep2	64174
Col9a2	1298
Mettl9	51108
Pgpep1l	145814
Mroh1	727957
Ptprg	5793
Slc30a9	10463
Mib2	142678
Efcab1	79645
Cd177	57126
Gapdh-ps15	2597
Gapdh	2597
Sdr9c7	121214
Ncald	83988
Rpl11	6135
Tagln3	29114
Dpy19l4	286148
Oxt	5020
Rab11fip5	26056
Zfp458	7594
Pdcd2	5134
Eps8l1	54869
Klk9	284366
Rrn3	54700
Qtrt1	81890
Mzb1	51237
Tsc2	7249
Sh3d21	79729
Usp2	9099
Isca1	81689
Defb19	245932
Btrc	8945
Isy1	100534599
Olfr221	390445
St3gal2	6483
Mycbp	26292
Areg	374
Clec4d	338339
Zfp418	55659
Prss8	5652
Ahrr	57491
Stx12	23673
Stoml1	9399
Cwf19l2	143884
Ddx20	11218
Fhad1	114827
Krt75	9119
Msantd4	84437
Mgp	4256
Dgkq	1609
Ubxn2a	165324
Anxa1	301
Cdc42se1	56882
Eomes	8320
Ccr6	1235
Tbc1d10c	374403
Catsper2	117155
Zfp526	116115
Chmp7	91782
Osbpl9	114883
Prss45	377047
Adgrb3	577
Necab2	54550
Ldlrap1	26119
Cog5	10466
E130311K13Rik	285315
Ccnd2	894
Ankrd13a	88455
Usp39	10713
Frrs1	391059
Cers6	253782
Itga2b	3674
Pla2g12a	81579
Crp	1401
Tchhl1	126637
Hnrnpa2b1	3181
Olfr701	338755
Cdadc1	81602
Bcl9l	283149
Trim39	56658
Ythdc1	91746
Nhlh1	4807
Tmem189	387521
Cap1	10487
Wbp4	11193
Lmtk2	22853
Vti1a	143187
Mypop	339344
Kctd3	51133
Arhgef7	8874
Tgif2	60436
Ltbp2	4053
Tyrp1	7306
Tnfrsf19	55504
Vta1	51534
Commd9	29099
Arl4a	10124
Fam160b2	64760
Slc6a1	6529
5730455P16Rik	64149
Efr3a	23167
Akap8l	26993
Galnt17	64409
Cops7b	64708
Cdh26	60437
Olfr435	402317
Olfr435	346528
Cldn24	100132463
Nudcd3	23386
Camkk1	84254
Zfpl1	7542
Araf	369
Omd	4958
Tmem225	338661
Klhl2	11275
Arhgap44	9912
Atg4d	84971
Pcid2	55795
Bud23	114049
Nt5c	30833
Msto1	55154
Oxsr1	9943
Ubr3	130507
Mtmr4	9110
Gmppa	29926
Cfap161	161502
Fgf11	2256
Gja4	2701
Nkapd1	55216
Tmem161a	54929
1700018B08Rik	100506581
Dhtkd1	55526
Rassf6	166824
1700029J07Rik	441054
Hist1h2bc	8346
Tbccd1	55171
Gen1	348654
Olfr1496	219959
Sytl2	54843
Hp	3240
Mboat7	79143
Gjb5	2709
Zic1	7545
Mmachc	25974
Pex11g	92960
Kcna7	3743
Lcn2	3934
Pxdn	7837
Gabrq	55879
Ddah2	23564
Zfp518a	9849
Scrn3	79634
Hopx	84525
Myrfl	196446
Klc2	64837
Ttc24	164118
Ivd	3712
Itpka	3706
Grid1	2894
Kif1bp	26128
Perp	64065
Cst3	1471
Steap2	261729
Zbtb18	10472
Med1	5469
Nsmce4a	54780
Cavin2	8436
Atp5mpl	9556
Chchd1	118487
Abhd3	171586
Mmp10	4319
Cc2d1b	200014
Copz2	51226
Mindy1	55793
Katnbl1	79768
Hfe2	148738
Rbm45	129831
Dmrtb1	63948
Nemp1	23306
Brinp1	1620
Gpr108	56927
Cep95	90799
Eogt	285203
2510009E07Rik	285382
Spint1	6692
Edil3	10085
Khdrbs2	202559
S100a4	6275
Aebp1	165
Eps8l2	64787
Pax2	5076
Myl6b	140465
Uimc1	51720
Blm	641
Cfap45	25790
Chaf1b	8208
Pdrg1	81572
Tymp	1890
Mier1	57708
Hspb2	3316
Uba1	7317
Myo3b	140469
Adamtsl5	339366
B3glct	145173
Ano1	55107
Sash3	54440
Txlna	200081
Cadps2	93664
Fbxw9	84261
Ift43	112752
Enkur	219670
Pls3	5358
Acsbg2	81616
Opa1	4976
Csrp1	1465
Tor1b	27348
Nol12	79159
Fbxo22	26263
Kcp	375616
Abcg5	64240
Gpt	2875
Kcnk1	3775
Ilkap	80895
Elk3	2004
Tigd5	84948
Mxd1	4084
Npr1	4881
Cgnl1	84952
Cfap74	85452
Ppp3r2	5535
Cubn	8029
Cd53	963
Mllt10	8028
Fndc8	54752
Ulk1	8408
Atg7	10533
Baiap2l2	80115
Igsf9b	22997
Nfatc2ip	84901
Crybb1	1414
Bin1	274
Dpy19l2	283417
Zfp235	9310
Slfn5	162394
Fam180a	389558
Atp2c1	27032
Dbnl	28988
Man1a	4121
Sall1	6299
Ryk	6259
Prelid3a	10650
Nectin1	5818
Lkaaear1	198437
Cd27	939
1110059G10Rik	57456
Fam204a	63877
Klhl31	401265
Mn1	4330
Ipo4	79711
Atp6v1b2	526
Slc18a3	6572
Pdxp	57026
Eef1b2	1933
Ndufs4	4724
Zbtb41	360023
C2cd3	26005
Ino80d	54891
Atg4c	84938
Socs7	30837
Pcyox1	51449
Sav1	60485
Mettl13	51603
Bcl2l11	10018
Ccdc90b	60492
Cyb561a3	220002
Msmo1	6307
Csad	51380
Aldh1l1	10840
Brd1	23774
Cdh20	28316
Cela3b	23436
Aurkaip1	54998
Pomgnt2	84892
Rcc1l	81554
Ubl5	59286
Adam12	8038
Zbtb7a	51341
Tardbp	23435
Cadps	8618
Arfip1	27236
Bcl2l10	10017
Slc5a1	6523
Pcdhga12	26025
Nek7	140609
Miox	55586
Pla2g7	7941
Cand2	23066
Itih5	80760
Ppfia1	8500
Nckap5l	57701
Oosp2	219990
Nfam1	150372
Olfr420	81448
Spg11	80208
Mprip	23164
Snx30	401548
Fgf12	2257
Mfng	4242
Anapc4	29945
Lsm5	23658
Reep5	7905
Dusp28	285193
Gpatch1	55094
Rab27b	5874
Cybb	1536
Tgfbr1	7046
Tlk1	9874
Oprk1	4986
Prdm13	59336
Lmo2	4005
Aatk	9625
Adssl1	122622
Scel	8796
Lhx6	26468
Stxbp5l	9515
Tnnc1	7134
Ly75	4065
Nle1	54475
Aebp2	121536
Bcas3	54828
Ccdc181	57821
Cisd3	284106
Cisd3b	284106
Tcp11l2	255394
Fbp1	2203
Bclaf1	9774
Olfr705	144125
Cd82	3732
Tmem266	123591
Nmur1	10316
Lypd6b	130576
Slc1a5	6510
Slc25a5	292
Clcf1	23529
Rpl27a	6157
Agbl1	123624
Trp53	7157
A2ml1	144203
Olfr322	343171
Ppp1r3a	5506
Tmem248	55069
Srp54b	6729
Srp54a	6729
Sar1b	51128
Fbp2	8789
Hnrnpc	3183
Ctsw	1521
Xpot	11260
Fxyd5	53827
Pum3	9933
Galnt6	11226
Mcc	4163
Tsen15	116461
Rnf149	284996
Wfdc8	90199
Filip1	27145
Piwil4	143689
Galnt15	117248
Gprin1	114787
Plppr2	64748
Tinf2	26277
Cyp4a32	1579
Cyp4a10	1579
Cyp4a31	1579
Sgk3	100533105
Sgk3	23678
Arntl	406
Arsi	340075
Edaradd	128178
Vwa5a	4013
Lsm14b	149986
Adamts5	11096
Olfr873	26648
Rras2	22800
Acss3	79611
Pigu	128869
Dok1	1796
Tcf7l2	6934
Anks3	124401
Zbtb40	9923
Zfp39	100131827
Rnf7	9616
Ppp3cc	5533
Capza1	829
Aqp3	360
Tldc1	57707
Prss54	221191
Eppin	100526773
Msn	4478
Cops3	8533
Add3	120
Mcm6	4175
Npm2	10361
Flywch2	114984
Nrsn2	80023
Arl9	132946
Nup35	129401
Ppl	5493
Csf3	1440
Tvp23a	780776
Ccdc65	85478
Slc50a1	55974
Bicc1	80114
Wdr46	9277
Arih2	10425
Smad4	4089
Tyk2	7297
Zfp637	7580
Camk1d	57118
Calb2	794
Zfp628	89887
Itga4	3676
Ushbp1	83878
Pink1	65018
Hmgb4	127540
Znfx1	57169
Psmb9	5698
Fance	2178
Hepacam2	253012
Dsel	92126
Acot4	122970
Tas2r144	259286
Gpr151	134391
Alad	210
Rundc3a	10900
Samd15	161394
Fra10ac1	118924
Nek5	341676
Tmed8	283578
Il1f5	26525
Hmces	56941
Kcnh2	3757
Rarres1	5918
Gjc3	349149
Stoml3	161003
Ssc5d	284297
Elk1	2002
Inhbc	3626
Sytl1	84958
Drc1	92749
Nos3	4846
Msl3	10943
Tbrg4	9238
Sdk1	221935
Ccdc78	124093
Olfr365	392390
Gm29802	353332
Tgm5	9333
Elac1	55520
Hid1	283987
Serpina7	6906
Cdkn2a	1029
Metap1d	254042
Ccdc85b	11007
Olfr1020	338675
Sppl3	121665
Fam217b	63939
Nr2f6	2063
Selenov	348303
Zfp622	90441
Ddi1	414301
Cntrl	11064
Pkn3	29941
Irgc1	56269
Bcr	613
Sh2d4a	63898
Zfp184	7738
mt-Nd4	4538
Raver1	125950
Trim40	135644
Gorasp2	26003
Zfc3h1	196441
Nagk	55577
Crnkl1	51340
Spata2l	124044
Nkap	79576
Tmem150b	284417
Cops6	10980
Sds	10993
Ppat	5471
Garem1	64762
E2f4	1874
Aamdc	28971
Rsc1a1	6248
Hoxa5	3202
Uso1	8615
1600002K03Rik	55009
Ints4	92105
Aimp2	7965
Slc2a10	81031
Prr15	222171
Rack1	10399
Slc35g1	159371
Rnf225	646862
Plxnb1	5364
Lingo4	339398
Dstyk	25778
Wrap73	49856
Sult4a1	25830
Vwde	221806
Ccdc6	8030
Clu	1191
Gipc3	126326
Ndufaf7	55471
Etv5	2119
Dpp6	1804
Sh3pxd2a	9644
Rmnd5a	64795
Mrpl52	122704
Pf4	5196
Slc22a18	5002
Ece2	9718
Apcs	325
Rasa1	5921
Ankk1	255239
Pom121l2	94026
Il1rl2	8808
Cd276	80381
Hsp90aa1	3320
C1qbp	708
Unk	85451
Frmd3	257019
Spn	6693
Adh7	131
Noa1	84273
Gspt1	2935
Snx33	257364
Slc29a2	3177
Adrb2	154
Cd1d1	912
Zfp697	90874
Ugt1a10	54575
Ugt1a9	54575
Ugt1a10	54576
Ugt1a9	54576
Ugt1a10	54577
Ugt1a9	54577
Ugt1a10	54600
Ugt1a9	54600
Gga2	23062
Rinl	126432
Zkscan6	7566
Olfr1054	219473
Inha	3623
Dok7	285489
Ndfip1	80762
Surf4	6836
Osbpl8	114882
Atg9a	79065
Pcare	388939
Rbms3	27303
Plin4	729359
Creb3l2	64764
Ccnb3	85417
Ambp	259
Tspan18	90139
Itgb1bp1	9270
Acsl5	51703
Dhrs7c	201140
Car6	765
Heatr5b	54497
Lin37	55957
Cnksr3	154043
Traf5	7188
Btbd16	118663
Nrip2	83714
Gimap4	55303
Dpf3	8110
Bsph1	100131137
Zbtb49	166793
Arf1	375
Brat1	221927
Rrp8	23378
Olfr1034	390162
Ppt2	9374
Mms22l	253714
Mrpl39	54148
Ngef	25791
Erich1	157697
Pak3	5063
Olfr568	119694
Ate1	11101
Abcc5	10057
Tmem98	26022
Ulk4	54986
Rprm	56475
Dnajb2	3300
Sapcd2	89958
Galc	2581
Slc22a5	6584
